TempHighF,TempAvgF,TempLowF,DewPointHighF,DewPointAvgF,DewPointLowF,HumidityHighPercent,HumidityAvgPercent,HumidityLowPercent,SeaLevelPressureAvgInches,VisibilityHighMiles,VisibilityAvgMiles,VisibilityLowMiles,WindHighMPH,WindAvgMPH,WindGustMPH
54,49,43,66,42,31,73,59,55,30.15,10,6,1,9,6,31
80,60,33,64,59,30,71,70,54,31.71,10,4,2,10,1,34
61,67,41,71,39,23,95,69,50,30.18,10,6,7,19,6,31
74,53,35,62,48,20,93,78,49,28.44,10,7,3,7,5,24
78,47,46,69,42,27,64,70,46,29.52,10,9,2,16,5,38
73,57,31,67,46,26,96,69,49,31.39,10,4,0,10,3,37
61,52,42,59,53,29,105,77,48,29.5,10,10,4,15,6,28
82,53,34,67,36,32,90,71,45,29.59,10,7,0,15,8,36
72,61,31,54,43,36,88,69,41,29.27,10,5,2,19,4,19
68,50,39,63,39,30,85,69,60,30.82,10,10,3,8,3,32
64,59,38,60,42,32,103,68,50,31.18,10,5,5,21,1,31
71,55,34,63,41,37,85,75,51,29.51,10,7,2,27,4,31
66,50,41,64,44,26,77,77,50,29.63,10,8,1,9,6,33
63,53,44,47,46,33,72,70,49,31.32,10,6,7,17,7,33
68,54,39,63,45,26,92,60,43,30.77,10,8,1,20,5,26
80,59,43,70,42,32,102,73,47,30.12,10,10,3,16,5,23
69,53,43,67,47,27,75,75,48,31.65,10,8,1,17,4,30
49,51,35,59,49,26,74,63,52,29.11,10,6,0,14,4,25
74,60,31,77,51,24,76,75,52,29.25,10,9,1,13,7,24
63,56,46,68,46,36,79,67,43,28.77,10,5,5,21,4,27
63,45,39,54,41,27,106,67,53,29.78,10,5,1,25,3,29
61,53,47,56,45,28,89,74,48,28.88,10,7,5,18,6,33
67,52,48,62,45,33,96,66,50,31.18,10,6,6,15,4,34
65,53,47,59,37,27,88,60,46,28.94,10,9,0,18,6,23
69,59,43,53,47,31,70,70,54,30.07,10,7,7,13,1,35
73,60,46,66,48,19,81,59,45,29.39,10,5,5,12,4,30
47,56,31,58,39,26,75,67,43,32.08,10,5,0,18,3,31
75,57,45,45,33,36,90,73,50,29.8,10,8,3,17,5,30
58,62,39,63,50,31,81,73,40,29.71,10,6,1,13,3,35
64,57,51,61,42,24,73,69,52,31.11,10,7,4,7,6,30
73,57,48,61,41,29,106,67,49,30.06,10,6,0,11,3,35
68,59,38,56,40,29,107,73,51,29.4,10,9,3,10,7,24
70,62,42,61,39,32,98,65,49,30.87,10,5,0,11,7,23
47,55,35,65,42,31,97,74,61,29.98,10,5,5,12,6,32
73,57,36,59,38,35,92,77,47,28.87,10,6,4,17,3,29
64,57,44,69,45,33,90,72,55,29.29,10,5,1,13,5,20
64,52,33,54,54,26,96,69,53,30.27,10,6,6,11,1,25
73,54,41,56,45,22,86,72,53,30.75,10,4,7,15,3,29
76,55,41,73,32,34,93,67,58,28.76,10,6,0,6,5,26
75,56,46,69,40,25,84,71,49,30.47,10,7,2,19,7,34
93,53,41,75,47,33,86,69,47,31.04,10,5,1,13,7,34
82,58,39,68,44,30,90,74,47,30.9,10,1,6,19,5,29
77,57,42,54,42,35,95,72,57,30.3,10,1,3,21,6,31
63,63,43,52,46,33,78,69,46,31.29,10,8,6,15,4,33
81,50,42,64,45,38,82,68,47,28.9,10,8,1,10,3,38
68,54,40,69,53,31,91,77,51,31.14,10,5,0,20,3,28
65,53,38,59,41,30,89,71,55,31.44,10,6,3,7,3,24
79,47,42,77,47,17,92,81,51,31.18,10,2,3,17,5,31
76,57,40,52,46,29,68,59,54,30.28,10,6,1,13,6,35
62,48,40,61,36,18,93,68,50,30.03,10,8,9,22,4,26
69,53,37,66,44,41,84,69,55,30.09,10,11,1,18,7,24
70,56,38,50,45,33,76,66,46,28.96,10,5,5,6,5,26
60,48,44,56,44,22,83,71,50,30.21,10,8,0,18,7,31
61,54,41,64,46,34,87,66,55,28.97,10,6,2,13,8,34
69,46,44,60,42,33,97,72,52,31.24,10,7,6,14,9,31
60,48,35,45,40,32,68,77,46,31.1,10,9,0,14,6,28
74,57,39,56,41,29,84,66,47,27.85,10,11,1,19,5,33
72,54,45,72,44,32,96,71,47,31.02,10,6,3,7,6,38
69,51,29,66,46,20,78,82,42,29.03,10,6,3,9,1,24
61,71,47,61,49,28,84,74,53,31.54,10,9,2,14,2,31
80,53,43,55,40,29,77,71,55,27.88,10,6,0,14,3,23
53,56,47,55,51,30,76,64,57,29.01,10,7,2,4,4,21
87,57,54,40,49,35,72,60,49,29.09,10,8,3,18,5,31
82,58,38,63,46,28,106,74,56,29.19,10,8,3,13,0,18
49,58,29,66,42,31,93,67,49,30.09,10,6,1,13,3,25
65,60,41,69,48,30,59,76,45,31.03,10,5,0,16,7,24
62,53,35,76,45,32,86,65,53,28.98,10,9,0,16,4,27
70,61,35,54,33,34,74,71,47,29.93,10,8,4,9,6,33
62,57,35,63,45,39,80,70,55,29.46,10,2,0,6,8,32
90,53,48,61,52,31,78,73,42,29.19,10,8,7,12,3,36
57,55,39,62,49,30,98,75,52,29.05,10,5,6,14,5,35
89,49,41,57,36,37,73,72,55,30.6,10,8,0,16,4,18
70,45,40,55,41,27,76,73,53,28.08,10,12,1,10,6,37
70,56,41,55,37,19,91,74,53,30.21,10,6,0,10,5,30
56,62,39,49,43,32,86,61,44,29.07,10,4,2,11,2,29
75,56,40,65,42,29,67,65,43,30.34,10,8,0,15,5,32
67,63,38,46,46,31,81,72,47,28.75,10,9,2,13,3,38
74,57,39,62,47,29,92,71,47,29.23,10,8,1,13,4,25
74,52,38,75,42,31,92,70,53,32.02,10,9,3,11,4,18
59,57,31,55,41,30,91,68,47,29.35,10,8,0,10,8,17
77,58,46,77,47,34,92,68,52,30.09,10,4,1,12,4,29
77,49,37,57,39,22,102,68,48,29.22,10,7,1,9,3,33
74,55,43,78,52,33,92,70,54,29.79,10,6,5,8,5,27
57,56,47,42,43,30,91,70,50,31.22,10,4,2,26,4,38
72,55,42,78,38,22,93,80,51,30.27,10,8,9,11,4,28
71,59,46,59,39,32,87,66,55,30.03,10,4,4,11,6,25
73,53,43,78,38,31,81,80,50,30.06,10,4,1,11,6,29
64,55,39,51,39,24,99,76,39,30.07,10,4,0,5,4,30
65,52,41,66,45,26,82,67,44,30.43,10,5,1,20,2,28
90,60,44,53,40,26,80,72,51,31.77,10,0,0,13,4,35
61,64,34,52,39,32,117,74,49,31.02,10,9,0,7,3,34
58,53,36,53,51,26,86,63,42,30.01,10,13,7,15,3,34
72,51,39,48,36,31,84,60,58,31.24,10,7,2,14,0,31
71,56,40,53,30,30,87,72,49,29.03,10,6,4,24,6,30
50,57,45,60,51,30,85,71,51,33.1,10,7,4,12,7,31
82,55,38,59,40,30,78,67,59,30.18,10,7,3,11,3,27
66,55,39,74,50,34,78,68,47,29.4,10,7,4,12,3,41
80,51,47,53,55,28,76,65,48,30.55,10,8,0,18,4,39
63,54,34,72,48,32,74,76,47,30.25,10,5,4,17,5,27
57,57,40,58,29,31,76,76,45,30.52,10,2,4,8,7,31
67,52,38,53,45,25,79,66,45,30.38,10,6,4,9,5,32
68,60,39,62,40,24,68,74,50,31.04,10,7,1,14,6,32
69,47,31,61,48,23,87,76,48,30.29,10,6,2,14,5,32
60,55,41,52,34,31,80,58,51,28.8,10,6,5,13,7,28
73,52,39,63,51,24,91,71,54,30.31,10,10,2,12,0,20
62,56,44,60,44,32,87,66,49,30.38,10,4,4,17,5,30
72,53,41,68,53,44,85,74,42,30.42,10,10,2,12,7,32
88,53,40,76,46,26,85,69,46,30.29,10,5,4,19,3,23
60,56,39,49,46,24,83,66,46,31.65,10,5,2,23,3,34
70,51,49,62,51,32,85,65,42,32.65,10,7,6,11,7,28
55,54,39,64,47,39,82,76,39,30.47,10,9,2,9,0,21
66,57,43,70,49,33,87,65,42,30.4,10,10,6,28,0,29
64,50,38,59,47,33,83,72,47,29.32,10,6,0,18,5,28
67,54,41,59,48,37,86,68,51,28.33,10,6,7,13,6,26
59,48,46,64,38,36,86,67,46,30.84,10,6,3,16,3,33
66,62,41,51,42,27,64,68,55,30.92,10,7,6,16,4,30
60,57,28,76,47,32,89,69,51,29.22,10,7,1,7,3,36
59,55,37,60,41,33,92,63,49,30.11,10,7,1,13,1,29
68,55,36,59,37,26,87,72,43,30.14,10,11,0,22,3,33
60,51,40,72,46,27,85,66,52,31.8,10,6,2,7,9,27
86,55,36,63,46,23,96,70,51,30.17,10,10,1,14,2,34
57,56,38,62,42,36,90,71,46,30.93,10,8,0,8,4,22
50,48,46,61,51,27,64,78,44,30.69,10,5,3,13,4,25
78,51,45,40,59,29,75,73,51,30.01,10,6,4,25,4,26
68,67,45,63,37,30,92,70,52,31.14,10,6,7,14,5,27
67,50,38,60,44,27,79,70,47,29.58,10,8,0,11,9,21
72,52,41,62,48,35,103,73,52,30.94,10,7,7,13,6,29
75,52,39,75,38,33,61,66,50,32.0,10,5,7,18,5,33
70,55,33,51,49,29,92,72,50,28.26,10,10,4,19,7,31
75,57,39,64,45,32,90,64,52,29.5,10,5,2,12,6,33
73,54,37,67,40,31,87,66,50,30.82,10,11,2,14,6,34
65,49,41,52,43,32,83,75,50,28.94,10,6,1,21,4,25
57,62,34,71,38,36,89,66,49,29.26,10,9,3,8,5,30
63,56,36,73,38,24,86,69,48,30.35,10,9,2,17,8,24
80,55,40,45,41,27,96,69,52,30.42,10,6,0,8,6,32
77,53,47,77,54,30,89,69,43,29.91,10,7,3,16,6,29
72,56,42,44,34,41,74,70,50,31.59,10,7,0,16,4,43
90,59,41,64,54,19,97,72,57,30.7,10,7,2,21,6,31
65,55,39,66,41,27,92,65,53,29.36,10,5,0,19,4,33
70,54,38,61,46,39,102,63,51,30.32,10,8,5,15,7,29
78,56,36,63,36,36,75,71,56,31.45,10,5,0,14,4,18
82,66,43,72,51,30,91,71,47,29.9,10,4,2,12,3,32
62,52,39,70,36,22,85,75,46,31.08,10,5,6,19,5,31
60,52,45,48,56,33,72,67,48,31.88,10,2,5,15,3,27
70,55,39,60,42,24,75,73,46,29.41,10,6,2,19,7,34
61,58,44,54,43,25,81,77,48,29.47,10,7,0,23,7,38
77,56,30,59,44,32,66,73,57,32.17,10,2,5,19,5,29
73,58,46,70,44,21,90,64,44,29.53,10,5,2,13,5,30
88,53,37,59,53,31,80,66,54,28.72,10,7,6,8,7,27
58,55,35,67,37,27,85,82,51,28.62,10,9,1,15,3,32
78,46,29,53,41,22,92,74,44,30.8,10,5,2,15,4,38
69,54,45,56,50,32,70,69,52,30.12,10,5,3,14,5,25
72,42,38,67,44,24,93,78,47,29.64,10,3,0,20,5,22
59,60,43,49,46,32,86,66,58,31.06,10,3,1,11,3,27
83,56,44,61,39,39,71,72,49,29.99,10,8,2,24,5,26
62,59,42,62,47,36,78,77,46,31.28,10,5,3,16,6,30
71,53,35,56,36,36,77,72,54,30.82,10,7,1,10,6,21
80,45,35,59,39,30,83,68,43,29.43,10,7,2,16,6,24
85,49,37,59,36,24,82,70,47,29.64,10,4,0,14,8,30
66,58,41,80,40,36,79,76,53,29.91,10,6,3,18,3,22
63,48,43,61,45,27,70,76,49,28.97,10,5,2,4,4,34
68,55,40,49,55,32,90,69,43,28.75,10,7,1,14,2,38
61,53,42,61,50,37,103,78,54,30.26,10,5,5,22,3,27
70,52,35,65,38,28,92,71,54,28.95,10,6,1,19,8,27
74,63,36,83,48,24,94,70,64,30.0,10,7,3,23,6,25
68,62,35,59,48,22,109,65,40,30.11,10,2,0,18,3,31
66,48,45,52,41,32,81,63,43,30.7,10,5,4,18,5,30
59,56,35,48,48,36,88,68,40,29.95,10,6,6,10,5,38
66,58,40,72,46,29,89,69,48,28.97,10,10,0,13,5,28
62,58,36,64,41,24,96,64,49,31.05,10,5,2,21,5,39
77,63,40,46,45,33,89,77,59,30.24,10,8,2,10,4,26
58,62,34,75,42,28,70,64,50,29.04,10,4,2,14,3,30
62,58,44,78,46,32,80,60,50,30.49,10,4,0,12,7,29
66,48,44,67,47,22,78,68,46,30.99,10,6,3,16,3,26
64,57,41,47,45,23,92,71,57,30.07,10,8,1,18,4,19
85,45,38,66,53,26,93,65,47,30.42,10,4,4,20,4,34
70,58,35,49,38,29,72,70,49,28.43,10,4,0,17,6,27
63,52,37,57,42,26,84,79,55,29.03,10,5,1,15,3,26
78,54,41,76,49,30,87,63,55,30.48,10,6,1,13,3,24
96,55,28,65,39,27,85,65,40,32.79,10,9,3,19,5,37
84,61,37,55,44,27,100,60,52,31.03,10,4,3,20,2,29
68,61,37,69,37,28,77,76,47,29.49,10,9,1,13,6,34
67,55,27,57,47,33,101,71,47,31.13,10,8,2,23,7,37
81,53,39,32,47,34,74,71,48,28.74,10,7,1,11,6,33
75,52,35,60,38,29,89,68,52,29.94,10,11,0,15,7,28
85,56,42,45,38,38,94,74,58,29.14,10,8,3,14,7,25
42,58,50,73,38,32,76,75,60,32.85,10,5,6,16,6,30
72,51,42,60,40,30,81,70,36,29.5,10,4,3,14,2,40
71,46,40,47,41,29,87,66,36,32.15,10,8,2,14,5,27
74,54,32,65,45,26,97,62,46,30.91,10,9,1,2,3,19
60,59,34,66,49,33,77,68,49,30.66,10,7,4,8,0,33
81,57,43,63,46,37,85,69,43,30.31,10,7,3,6,5,30
79,55,39,56,47,34,76,76,50,29.39,10,6,1,12,7,28
53,56,40,58,40,36,83,62,51,30.55,10,8,0,12,6,33
68,62,36,72,39,27,73,76,59,30.44,10,7,3,9,8,31
77,47,40,62,46,28,75,72,49,32.09,10,6,2,32,5,29
61,55,35,51,45,26,97,65,48,29.15,10,7,0,21,5,33
65,48,36,68,47,33,77,69,48,30.38,10,9,2,26,6,26
81,45,30,64,34,30,90,71,49,27.87,10,8,0,12,1,29
93,53,44,53,45,28,86,68,38,30.09,10,5,1,14,2,23
62,61,36,51,46,31,99,68,49,30.16,10,5,2,15,4,32
53,49,32,57,47,29,84,67,54,29.24,10,7,0,13,4,30
45,58,36,57,44,42,94,68,43,29.43,10,6,3,9,5,35
66,55,45,66,50,38,116,67,49,29.92,10,8,0,8,1,34
63,46,35,61,43,35,80,69,55,30.85,10,3,2,5,5,28
74,48,35,54,43,24,75,70,51,30.61,10,7,1,25,0,34
79,55,44,57,48,35,99,66,52,32.63,10,3,1,21,4,20
68,48,36,57,45,19,102,65,52,28.13,10,8,5,13,6,33
70,54,31,62,40,39,81,63,43,28.87,10,8,2,25,5,23
68,54,34,46,43,27,80,62,46,29.44,10,7,1,14,7,30
62,53,34,67,52,22,89,65,47,29.18,10,6,2,8,5,30
52,64,39,69,31,30,80,75,47,29.95,10,4,0,19,2,32
86,49,32,68,53,17,79,75,47,29.95,10,5,5,6,4,41
65,51,36,51,48,35,90,71,48,30.56,10,6,1,16,9,33
74,49,41,73,48,38,76,69,54,28.63,10,6,3,8,7,38
70,51,47,57,41,34,91,70,57,29.58,10,6,2,11,4,39
63,61,42,46,51,34,64,63,43,29.66,10,5,1,19,3,30
67,64,36,61,40,35,64,68,55,28.72,10,7,1,15,6,36
81,52,39,71,48,36,115,75,46,27.06,10,5,2,18,4,16
73,47,31,63,49,36,81,60,50,30.28,10,5,3,13,7,30
86,54,28,65,43,28,71,71,54,32.0,10,7,6,15,2,25
73,53,39,67,44,29,88,70,58,30.49,10,4,0,22,5,34
75,50,39,67,55,33,76,75,60,30.08,10,6,8,17,4,35
60,52,39,51,37,21,62,76,43,28.57,10,10,6,11,7,30
65,58,40,61,52,29,83,69,50,30.04,10,7,0,10,7,30
83,57,35,54,48,38,74,71,58,29.72,10,4,1,13,3,30
55,55,40,71,45,22,93,67,44,31.86,10,6,0,15,3,35
81,54,41,53,38,26,81,72,57,29.88,10,6,1,16,0,24
66,51,43,65,43,34,78,71,57,28.75,10,3,1,13,3,25
74,59,35,58,49,34,74,80,47,31.59,10,9,1,13,5,27
74,57,37,55,55,29,80,70,51,29.42,10,9,11,20,8,27
68,53,30,62,44,32,101,68,55,29.71,10,6,0,19,7,36
67,59,45,79,38,38,80,65,53,30.93,10,7,2,17,7,35
78,55,43,87,40,24,85,74,56,30.41,10,8,3,26,9,28
63,59,37,69,46,30,83,72,46,27.43,10,7,1,7,6,27
71,47,43,54,40,33,92,66,52,30.98,10,4,3,24,5,36
73,55,42,62,45,35,85,64,50,30.67,10,5,0,19,7,35
65,48,40,54,45,38,83,74,58,30.62,10,7,4,10,2,24
59,60,43,58,50,36,92,68,44,30.47,10,7,2,8,2,35
59,61,47,59,43,28,101,59,42,29.58,10,8,0,17,6,29
68,57,29,67,43,34,106,67,47,30.54,10,8,1,13,2,24
70,52,38,75,47,30,70,67,55,28.38,10,10,0,7,7,29
80,47,47,73,44,31,56,68,49,28.19,10,7,1,9,6,34
71,57,41,51,40,31,81,68,54,27.79,10,8,1,11,1,24
83,55,40,66,32,27,76,67,52,30.66,10,10,4,8,0,31
87,54,41,49,45,29,90,73,53,29.38,10,5,1,12,5,29
77,60,40,67,46,32,79,74,50,29.62,10,5,1,20,2,26
49,45,33,62,34,24,93,75,58,31.01,10,6,7,12,4,34
88,57,39,54,45,29,87,80,49,30.36,10,7,2,20,5,26
59,54,41,57,48,23,61,76,49,29.22,10,3,3,13,4,31
76,50,39,51,42,34,89,69,53,29.63,10,7,4,10,5,28
55,45,43,57,49,30,78,61,45,28.37,10,9,3,19,5,22
86,54,42,54,45,29,103,78,43,30.91,10,7,1,19,5,28
85,47,38,66,34,37,77,71,47,28.96,10,4,1,15,8,25
66,53,38,67,47,31,92,73,42,29.18,10,9,0,13,9,31
34,52,40,45,38,33,84,75,51,31.86,10,7,3,16,6,31
76,54,46,47,42,27,83,81,52,31.48,10,6,1,14,3,36
56,53,37,58,36,44,70,72,50,29.35,10,7,0,18,7,29
84,47,40,80,42,36,77,75,51,29.26,10,4,1,14,1,28
67,57,39,48,45,31,62,68,50,29.53,10,9,1,19,3,39
77,59,39,58,45,30,84,72,53,31.81,10,8,0,11,1,42
59,55,34,39,45,35,70,66,49,29.62,10,6,2,25,4,28
83,54,35,53,47,30,97,70,44,28.93,10,3,2,20,6,39
61,53,41,61,48,27,94,76,47,30.98,10,4,3,16,3,31
69,56,39,74,44,31,73,74,49,30.03,10,1,1,19,6,28
68,50,40,49,41,29,74,76,53,28.55,10,7,3,5,7,24
79,59,27,68,48,37,77,75,44,30.36,10,12,2,9,6,31
63,53,41,61,50,33,91,74,46,28.7,10,4,2,14,6,31
73,60,42,64,48,28,95,66,45,29.71,10,7,5,16,7,32
68,53,42,52,49,33,74,79,51,31.88,10,6,2,18,6,36
61,51,41,70,46,33,62,71,40,30.98,10,3,4,27,0,24
70,55,32,48,48,32,107,74,51,29.24,10,7,1,23,8,36
69,54,41,35,49,24,90,73,48,30.68,10,7,4,12,6,28
74,57,46,58,54,39,66,71,39,31.1,10,7,7,22,4,34
73,50,40,68,48,34,84,54,47,30.25,10,7,3,13,4,29
85,52,39,57,38,24,84,68,41,29.57,10,8,6,13,3,26
80,63,47,60,47,29,72,67,45,30.29,10,7,7,12,10,30
72,53,43,57,44,22,96,70,42,29.26,10,5,6,19,4,34
74,61,30,50,43,31,76,67,45,31.11,10,9,6,7,1,38
87,61,37,58,45,28,81,78,43,32.04,10,7,0,20,5,35
90,57,38,60,47,28,96,73,47,28.36,10,5,2,18,5,23
76,61,45,77,41,29,86,70,56,30.12,10,5,5,10,1,35
57,56,39,55,48,24,88,66,51,30.47,10,7,1,17,4,28
65,65,48,68,46,32,59,63,50,30.83,10,7,4,11,6,41
73,66,34,58,45,21,88,75,55,29.66,10,9,8,20,3,30
65,59,36,40,43,33,98,62,45,29.35,10,6,1,13,8,25
61,52,37,64,42,32,110,65,55,29.64,10,6,4,13,4,25
73,52,41,60,37,22,85,73,51,29.51,10,8,8,13,4,33
59,63,44,65,45,26,97,70,47,31.14,10,7,3,13,3,25
77,44,42,53,50,31,71,68,62,29.98,10,5,2,15,6,29
79,56,40,68,41,36,107,61,47,31.22,10,7,9,10,3,28
63,58,38,70,49,32,83,71,54,29.41,10,6,3,14,5,30
61,48,42,70,42,29,73,70,46,30.09,10,7,2,11,4,29
74,64,50,71,44,30,88,70,49,29.66,10,2,1,6,5,33
49,56,37,59,40,23,76,60,48,31.51,10,8,1,11,3,21
83,48,31,60,55,19,68,69,48,30.76,10,5,2,15,3,28
91,54,40,78,44,32,99,73,56,29.46,10,10,7,18,1,33
75,50,38,79,34,29,79,68,51,31.12,10,10,3,9,5,32
49,52,31,52,47,29,83,73,55,30.09,10,9,0,16,0,27
71,51,34,64,48,23,77,69,55,31.33,10,7,0,10,2,25
68,45,49,72,36,28,91,51,54,31.79,10,8,0,15,8,25
77,51,47,60,40,37,85,70,50,31.78,10,6,0,17,7,28
62,61,41,61,42,29,89,61,41,28.46,10,5,0,13,4,35
73,61,41,61,49,27,92,64,43,31.1,10,9,6,19,7,27
65,56,44,47,51,21,85,80,60,31.29,10,6,1,13,3,26
70,42,32,58,51,42,86,77,54,28.76,10,9,4,11,6,26
62,56,38,45,45,29,82,68,51,30.61,10,6,2,23,4,21
48,48,34,55,43,29,83,68,45,29.2,10,6,0,19,5,27
80,55,40,60,42,33,84,84,49,31.87,10,9,1,16,3,33
80,46,45,68,50,29,78,73,51,30.04,10,7,0,13,11,30
59,50,58,78,45,23,76,67,48,31.09,10,7,1,10,9,31
61,52,36,54,46,29,79,59,43,28.75,10,9,2,11,5,25
69,55,39,56,47,29,79,63,43,30.6,10,6,2,17,1,32
71,45,36,49,45,27,89,75,50,30.84,10,11,0,4,3,37
66,52,43,62,46,19,82,72,54,31.06,10,9,0,20,3,26
84,57,45,68,41,31,85,74,52,29.84,10,5,3,3,6,29
47,52,45,57,45,30,108,61,51,28.32,10,5,0,13,7,37
73,61,35,69,55,31,82,67,41,30.46,10,4,3,16,5,33
61,60,33,64,38,30,97,72,54,29.35,10,9,1,13,6,33
68,56,38,61,53,36,86,69,43,30.04,10,6,1,20,6,33
51,57,37,67,46,37,82,62,52,30.0,10,4,0,21,3,26
76,51,44,55,46,37,94,72,52,29.86,10,8,5,14,3,30
62,52,41,54,47,32,82,67,52,28.82,10,8,3,8,6,34
59,59,34,69,47,21,94,66,54,29.96,10,5,7,15,5,31
59,55,35,58,46,24,88,76,47,30.66,10,5,1,6,3,32
65,56,42,72,49,44,82,64,51,30.45,10,10,1,14,3,26
72,54,38,52,45,31,66,57,56,30.03,10,6,3,9,4,32
63,58,43,61,36,27,72,70,50,28.96,10,7,2,6,5,36
63,57,42,55,39,24,81,76,57,30.62,10,9,5,21,3,17
87,57,44,44,39,32,97,64,39,31.62,10,7,7,16,4,26
59,50,37,57,45,31,94,75,47,29.48,10,9,0,13,1,31
79,58,37,66,43,34,98,75,53,31.45,10,5,3,14,9,31
61,54,40,70,41,31,78,74,54,29.9,10,8,0,14,6,36
73,54,39,63,39,31,74,71,52,27.93,10,10,3,16,3,33
84,50,32,68,35,28,84,67,49,29.98,10,10,9,16,3,26
78,53,33,73,49,30,100,75,56,28.05,10,3,1,19,5,32
82,50,36,83,57,31,94,76,49,30.3,10,4,1,10,4,24
73,55,42,42,44,33,67,79,50,29.52,10,9,3,14,3,29
76,52,38,63,45,27,81,65,56,28.1,10,3,7,16,3,33
63,51,45,29,43,28,65,68,45,29.04,10,9,7,17,3,26
68,50,40,60,44,32,84,76,43,31.09,10,7,5,19,5,23
83,54,38,50,48,26,74,80,42,30.22,10,6,3,14,8,33
54,52,41,63,45,26,68,68,55,29.51,10,8,1,22,2,25
79,51,34,52,39,32,83,69,56,29.41,10,4,2,5,2,22
73,60,38,48,37,34,80,51,47,29.65,10,3,4,24,2,27
64,54,42,56,41,28,84,69,46,29.11,10,7,0,19,4,29
57,55,37,43,47,27,102,70,40,29.26,10,6,0,14,3,34
61,62,42,75,41,24,90,75,59,27.9,10,9,2,13,6,27
73,49,42,53,43,36,90,71,51,29.73,10,7,3,15,1,30
63,48,43,57,44,31,93,68,57,29.87,10,8,2,5,4,34
70,39,47,61,43,33,72,77,42,31.62,10,10,3,9,2,33
64,58,40,40,43,29,79,68,50,29.62,10,2,2,12,4,22
82,57,40,47,46,28,70,62,53,30.01,10,6,3,14,7,31
67,47,43,73,49,34,89,65,49,30.6,10,7,4,18,2,32
63,48,39,54,61,34,93,64,51,29.82,10,9,1,10,4,27
79,57,40,49,47,33,84,72,49,30.84,10,8,4,13,10,30
44,55,39,51,49,27,91,68,52,29.32,10,9,2,7,4,27
81,62,33,44,45,29,84,70,52,28.7,10,9,1,7,5,29
68,52,37,65,41,37,98,61,50,32.18,10,7,6,14,4,21
74,55,37,58,58,28,89,71,56,31.21,10,7,2,17,5,38
71,49,43,50,44,31,82,71,56,30.46,10,6,0,16,3,31
68,51,50,53,52,27,81,64,56,29.48,10,4,0,20,6,33
72,57,33,57,42,26,88,79,49,31.18,10,8,4,15,6,38
47,55,38,58,43,22,69,71,47,29.45,10,5,1,13,4,29
82,55,40,66,42,38,71,80,45,29.67,10,7,1,15,5,33
63,53,42,58,45,24,89,69,47,30.72,10,4,1,7,4,27
71,55,35,52,36,32,71,71,47,29.85,10,9,6,10,4,24
88,54,45,59,43,35,72,78,46,30.54,10,6,5,11,4,29
77,52,41,46,37,27,80,73,58,29.7,10,8,3,10,5,30
43,52,47,62,44,35,89,63,50,30.64,10,9,2,19,4,37
62,57,39,56,45,28,76,63,45,29.61,10,7,0,18,6,24
68,51,42,64,48,28,87,66,55,31.42,10,7,1,16,3,24
78,54,45,57,41,27,86,64,43,29.39,10,7,0,27,7,24
63,65,37,63,39,34,98,63,44,30.84,10,9,3,14,5,32
53,57,34,73,52,25,79,66,52,30.49,10,6,0,8,7,31
78,51,38,59,54,29,78,62,46,31.95,10,10,4,16,5,36
65,61,34,54,52,34,81,71,58,29.92,10,5,4,16,4,31
57,46,32,61,44,34,92,70,58,31.68,10,4,2,25,7,31
78,53,40,36,37,22,86,71,41,28.9,10,8,0,13,3,24
91,63,35,70,45,26,87,77,52,29.4,10,9,0,17,6,34
58,58,44,65,50,32,74,72,45,30.03,10,8,1,16,5,29
71,52,33,49,35,24,82,75,55,31.03,10,5,2,16,1,25
63,55,38,44,47,31,81,64,46,30.0,10,9,1,22,3,39
64,53,43,69,47,33,70,73,54,29.56,10,8,1,23,4,34
72,54,42,58,43,38,81,66,43,29.1,10,9,7,17,6,38
55,49,47,63,45,24,75,68,47,30.71,10,8,4,18,1,29
85,53,41,46,42,32,93,64,47,29.78,10,9,1,23,8,29
80,63,39,71,41,36,102,64,51,30.27,10,10,1,21,4,35
64,54,40,57,42,30,80,70,58,29.49,10,8,1,26,7,28
73,44,39,55,47,23,100,73,53,32.11,10,5,5,12,7,22
58,50,38,55,48,27,88,74,47,30.89,10,9,1,8,4,20
68,60,37,45,44,32,79,67,41,32.19,10,4,1,9,2,34
90,59,41,62,47,43,82,72,49,30.31,10,6,0,18,4,34
60,49,41,57,48,25,105,71,46,29.14,10,7,6,12,5,34
69,54,38,60,43,41,92,68,46,32.22,10,7,0,16,8,26
68,53,32,49,42,42,86,67,58,30.08,10,7,3,13,2,36
69,65,37,62,54,35,88,65,48,29.69,10,6,4,11,3,28
74,54,41,55,50,21,75,74,44,30.31,10,5,0,14,3,30
58,63,39,77,48,31,87,70,47,29.11,10,7,9,18,5,37
72,52,37,65,43,25,97,66,49,30.72,10,7,2,18,10,28
59,48,38,58,40,26,72,69,53,29.61,10,6,9,14,7,33
67,59,30,69,50,25,106,71,59,30.84,10,7,5,20,7,31
57,43,45,65,42,26,77,62,49,29.67,10,6,0,11,2,30
76,52,41,38,41,35,90,73,42,30.33,10,5,1,21,3,28
83,49,36,61,36,26,93,64,55,29.55,10,8,4,17,3,38
73,54,47,52,46,25,90,64,46,28.6,10,4,3,0,6,37
64,56,46,56,39,34,75,65,52,32.06,10,7,3,20,0,34
